59, Good, 10, 5
23, Good, 10, 5
598, Good, 10, 9
598, Bad, 10, 1
598, Bad, 10, 4
598, Bad, 10, 2
440.5, Good, 10, 2
614.5, Bad, 10, 5
614.5, Bad, 10, 7
614.5, Bad, 10, 9
614.5, Bad, 10, 3
614.5, Bad, 10, 1
729.5, Bad, 10, 3
326, Good, 10, 5
631, Good, 10, 5
631, Bad, 10, 7
631, Bad, 10, 3
457, Good, 10, 6
176.5, Good, 10, 3
601.5, Good, 10, 8
601.5, Bad, 10, 1
601.5, Bad, 10, 2
601.5, Bad, 10, 3
664, Good, 10, 5
242, Good, 10, 5
242, Bad, 10, 1
242, Bad, 10, 9
95, Good, 10, 5
95, Bad, 10, 8
680.5, Good, 10, 2
680.5, Bad, 10, 1
680.5, Bad, 10, 3
359, Good, 10, 2
359, Bad, 10, 7
359, Bad, 10, 8
359, Bad, 10, 9
697, Good, 10, 5
490, Good, 10, 5
490, Bad, 10, 1
490, Bad, 10, 3
193, Good, 10, 8
730, Good, 10, 5
730, Bad, 10, 6
261, Good, 10, 5
506.5, Good, 10, 6
506.5, Bad, 10, 9
506.5, Bad, 10, 3
746.5, Bad, 10, 3
754.75, Good, 10, 2
144, Good, 10, 2
763, Good, 10, 5
21, Good, 10, 5
3, Good, 10, 5
3, Bad, 10, 2
3, Bad, 10, 8
3, Bad, 10, 4
3, Bad, 10, 6
408.5, Bad, 10, 1
408.5, Bad, 10, 4
294, Good, 10, 2
567, Good, 10, 2
567, Bad, 10, 7
567, Bad, 10, 8
567, Bad, 10, 9
425, Good, 10, 4
160.5, Good, 10, 7
310.5, Good, 10, 5
600, Good, 10, 5
600, Bad, 10, 7
600, Bad, 10, 9
600, Bad, 10, 3
600, Bad, 10, 1
226, Good, 10, 5
226, Bad, 10, 1
226, Bad, 10, 3
226, Bad, 10, 7
226, Bad, 10, 9
87, Good, 10, 9
87, Bad, 10, 8
441.5, Good, 10, 6
616.5, Bad, 10, 5
616.5, Bad, 10, 7
616.5, Bad, 10, 9
616.5, Bad, 10, 3
616.5, Bad, 10, 1
327, Good, 10, 8
327, Bad, 10, 2
633, Good, 10, 5
633, Bad, 10, 7
633, Bad, 10, 3
106, Good, 10, 5
106, Bad, 10, 1
106, Bad, 10, 3
106, Bad, 10, 7
106, Bad, 10, 9
458, Good, 10, 3
649.5, Good, 10, 6
649.5, Bad, 10, 4
54.5, Good, 10, 2
54.5, Bad, 10, 8
666, Good, 10, 5
682.5, Good, 10, 6
682.5, Bad, 10, 9
682.5, Bad, 10, 3
360, Good, 10, 1
360, Bad, 10, 8
360, Bad, 10, 9
360, Bad, 10, 6
128, Good, 10, 2
51, Good, 10, 5
19, Good, 10, 5
491, Good, 10, 5
491, Bad, 10, 9
491, Bad, 10, 3
715.5, Bad, 10, 9
732, Good, 10, 5
732, Bad, 10, 4
262, Good, 10, 5
507.5, Good, 10, 6
507.5, Bad, 10, 9
507.5, Bad, 10, 3
748.5, Bad, 10, 7
756.75, Good, 10, 6
519.5, Bad, 10, 8
765, Good, 10, 5
536, Good, 10, 1
210, Good, 10, 3
79, Good, 10, 9
79, Bad, 10, 8
409.5, Bad, 10, 4
409.5, Bad, 10, 7
552.5, Good, 10, 8
295, Good, 10, 2
569, Good, 10, 5
569, Bad, 10, 7
569, Bad, 10, 4
569, Bad, 10, 1
426, Good, 10, 1
585.5, Good, 10, 4
585.5, Bad, 10, 9
585.5, Bad, 10, 6
585.5, Bad, 10, 3
311.5, Good, 10, 5
602, Good, 10, 5
602, Bad, 10, 7
602, Bad, 10, 9
602, Bad, 10, 3
602, Bad, 10, 1
442.5, Good, 10, 8
618.5, Bad, 10, 5
618.5, Bad, 10, 7
618.5, Bad, 10, 9
618.5, Bad, 10, 3
618.5, Bad, 10, 1
48, Good, 10, 5
328, Good, 10, 9
328, Bad, 10, 1
120, Good, 10, 6
635, Good, 10, 5
635, Bad, 10, 7
635, Bad, 10, 3
17, Good, 10, 5
459, Good, 10, 3
651.5, Good, 10, 2
651.5, Bad, 10, 8
668, Good, 10, 5
243, Good, 10, 5
243, Bad, 10, 1
243, Bad, 10, 9
684.5, Good, 10, 6
684.5, Bad, 10, 9
684.5, Bad, 10, 3
361, Good, 10, 4
361, Bad, 10, 9
361, Bad, 10, 6
361, Bad, 10, 3
701, Good, 10, 5
492, Good, 10, 5
492, Bad, 10, 9
492, Bad, 10, 3
194, Good, 10, 9
71, Good, 10, 7
71, Bad, 10, 8
734, Good, 10, 5
734, Bad, 10, 6
263, Good, 10, 5
206, Good, 10, 5
508.5, Good, 10, 6
508.5, Bad, 10, 9
508.5, Bad, 10, 3
750.5, Bad, 10, 3
394, Good, 10, 3
394, Bad, 10, 7
394, Bad, 10, 8
394, Bad, 10, 9
521.5, Bad, 10, 1
538, Good, 10, 3
410.5, Bad, 10, 7
410.5, Bad, 10, 8
296, Good, 10, 3
112, Good, 10, 4
43, Good, 10, 5
427, Good, 10, 1
587.5, Good, 10, 2
587.5, Bad, 10, 7
587.5, Bad, 10, 8
587.5, Bad, 10, 9
681, Good, 10, 5
312.5, Good, 10, 5
604, Good, 10, 5
604, Bad, 10, 7
604, Bad, 10, 9
604, Bad, 10, 3
604, Bad, 10, 1
227, Good, 10, 5
227, Bad, 10, 1
227, Bad, 10, 3
227, Bad, 10, 7
227, Bad, 10, 9
443.5, Good, 10, 4
593.5, Good, 10, 6
593.5, Bad, 10, 7
593.5, Bad, 10, 4
593.5, Bad, 10, 1
329, Good, 10, 6
329, Bad, 10, 4
637, Good, 10, 5
637, Bad, 10, 7
637, Bad, 10, 3
460, Good, 10, 3
653.5, Good, 10, 2
653.5, Bad, 10, 8
670, Good, 10, 5
670, Bad, 10, 9
670, Bad, 10, 8
670, Bad, 10, 7
670, Bad, 10, 4
670, Bad, 10, 1
670, Bad, 10, 2
670, Bad, 10, 3
670, Bad, 10, 6
764.25, Good, 10, 5
686.5, Good, 10, 8
686.5, Bad, 10, 9
686.5, Bad, 10, 7
362, Good, 10, 5
129, Good, 10, 1
703, Good, 10, 8
703, Bad, 10, 2
555, Good, 10, 5
555, Bad, 10, 7
555, Bad, 10, 9
555, Bad, 10, 3
555, Bad, 10, 1
493, Good, 10, 5
493, Bad, 10, 9
493, Bad, 10, 3
719.5, Bad, 10, 1
736, Good, 10, 5
736, Bad, 10, 4
264, Good, 10, 5
104, Good, 10, 5
104, Bad, 10, 2
104, Bad, 10, 4
104, Bad, 10, 6
104, Bad, 10, 8
39, Good, 10, 5
752.5, Bad, 10, 7
760.75, Good, 10, 5
523.5, Bad, 10, 3
540, Good, 10, 9
211, Good, 10, 6
411.5, Bad, 10, 8
297, Good, 10, 3
690, Good, 10, 5
305.25, Good, 10, 5
428, Good, 10, 1
589.5, Good, 10, 6
589.5, Bad, 10, 7
589.5, Bad, 10, 4
589.5, Bad, 10, 1
59.5, Good, 10, 6
59.5, Bad, 10, 4
313.5, Good, 10, 5
606, Good, 10, 5
606, Bad, 10, 7
606, Bad, 10, 9
606, Bad, 10, 3
606, Bad, 10, 1
444.5, Good, 10, 2
622.5, Good, 10, 8
622.5, Bad, 10, 2
330, Good, 10, 5
639, Good, 10, 7
639, Bad, 10, 3
496, Good, 10, 5
496, Bad, 10, 7
496, Bad, 10, 9
461, Good, 10, 3
655.5, Good, 10, 4
655.5, Bad, 10, 6
672, Good, 10, 5
244, Good, 10, 5
244, Bad, 10, 1
244, Bad, 10, 9
96, Good, 10, 5
96, Bad, 10, 1
96, Bad, 10, 2
96, Bad, 10, 3
96, Bad, 10, 4
96, Bad, 10, 6
96, Bad, 10, 7
96, Bad, 10, 8
96, Bad, 10, 9
35, Good, 10, 5
688.5, Good, 10, 8
688.5, Bad, 10, 9
688.5, Bad, 10, 7
363, Good, 10, 6
363, Bad, 10, 7
363, Bad, 10, 4
363, Bad, 10, 1
705, Good, 10, 2
705, Bad, 10, 8
494, Good, 10, 5
494, Bad, 10, 9
494, Bad, 10, 3
195, Good, 10, 6
66, Good, 10, 2
66, Bad, 10, 1
738, Good, 10, 5
738, Bad, 10, 6
265, Good, 10, 5
510.5, Good, 10, 5
510.5, Bad, 10, 9
510.5, Bad, 10, 3
510.5, Bad, 10, 7
510.5, Bad, 10, 1
754.5, Bad, 10, 9
396, Good, 10, 2
396, Bad, 10, 7
396, Bad, 10, 8
396, Bad, 10, 9
146, Good, 10, 8
55.5, Good, 10, 2
55.5, Bad, 10, 8
542, Good, 10, 5
699, Good, 10, 5
298, Good, 10, 6
575, Good, 10, 7
575, Bad, 10, 3
575, Bad, 10, 2
575, Bad, 10, 6
306.25, Good, 10, 5
429, Good, 10, 1
591.5, Good, 10, 4
591.5, Bad, 10, 9
591.5, Bad, 10, 6
591.5, Bad, 10, 3
645.5, Good, 10, 6
645.5, Bad, 10, 4
228, Good, 10, 5
228, Bad, 10, 1
228, Bad, 10, 3
228, Bad, 10, 7
228, Bad, 10, 9
88, Good, 10, 6
88, Bad, 10, 9
445.5, Good, 10, 6
624.5, Good, 10, 2
624.5, Bad, 10, 8
632.75, Good, 10, 5
632.75, Bad, 10, 8
632.75, Bad, 10, 2
641, Good, 10, 7
641, Bad, 10, 3
462, Good, 10, 5
179, Good, 10, 8
674, Good, 10, 5
478.5, Good, 10, 8
478.5, Bad, 10, 7
478.5, Bad, 10, 9
690.5, Good, 10, 4
690.5, Bad, 10, 7
690.5, Bad, 10, 1
364, Good, 10, 9
364, Bad, 10, 4
364, Bad, 10, 1
364, Bad, 10, 2
130, Good, 10, 4
707, Good, 10, 6
707, Bad, 10, 4
495, Good, 10, 5
495, Bad, 10, 7
495, Bad, 10, 9
195.5, Good, 10, 5
740, Good, 10, 5
740, Bad, 10, 4
266, Good, 10, 5
511.5, Good, 10, 5
511.5, Bad, 10, 7
511.5, Bad, 10, 9
511.5, Bad, 10, 3
511.5, Bad, 10, 1
756.5, Bad, 10, 1
764.75, Good, 10, 5
527.5, Bad, 10, 7
544, Good, 10, 8
544, Bad, 10, 2
544, Bad, 10, 1
544, Bad, 10, 3
212, Good, 10, 9
80, Good, 10, 6
80, Bad, 10, 9
11.5, Bad, 10, 7
11.5, Bad, 10, 8
11.5, Bad, 10, 6
11.5, Bad, 10, 9
11.5, Bad, 10, 3
11.5, Bad, 10, 2
11.5, Bad, 10, 1
11.5, Bad, 10, 4
299, Good, 10, 6
620.5, Bad, 10, 5
620.5, Bad, 10, 7
620.5, Bad, 10, 9
620.5, Bad, 10, 3
620.5, Bad, 10, 1
577, Good, 10, 3
577, Bad, 10, 7
577, Bad, 10, 8
577, Bad, 10, 4
537.5, Bad, 10, 2
307.25, Good, 10, 5
430, Good, 10, 5
163, Good, 10, 6
610, Good, 10, 5
610, Bad, 10, 8
610, Bad, 10, 4
610, Bad, 10, 2
610, Bad, 10, 6
626.5, Good, 10, 8
626.5, Bad, 10, 2
634.75, Good, 10, 5
634.75, Bad, 10, 8
634.75, Bad, 10, 2
121, Good, 10, 3
47.5, Good, 10, 8
47.5, Bad, 10, 2
463, Good, 10, 8
659.5, Good, 10, 2
659.5, Bad, 10, 8
676, Good, 10, 5
245, Good, 10, 5
245, Bad, 10, 1
245, Bad, 10, 9
479.5, Good, 10, 8
479.5, Bad, 10, 7
479.5, Bad, 10, 9
692.5, Good, 10, 4
692.5, Bad, 10, 7
692.5, Bad, 10, 1
365, Good, 10, 8
365, Bad, 10, 1
365, Bad, 10, 2
365, Bad, 10, 3
709, Good, 10, 4
709, Bad, 10, 6
2, Good, 10, 5
2, Bad, 10, 8
2, Bad, 10, 2
2, Bad, 10, 4
2, Bad, 10, 6
725.5, Bad, 10, 1
72, Good, 10, 4
72, Bad, 10, 7
10.5, Bad, 10, 7
10.5, Bad, 10, 8
10.5, Bad, 10, 9
10.5, Bad, 10, 6
10.5, Bad, 10, 3
10.5, Bad, 10, 2
10.5, Bad, 10, 1
10.5, Bad, 10, 4
742, Good, 10, 5
742, Bad, 10, 6
267, Good, 10, 5
513, Good, 10, 7
513, Bad, 10, 8
758.5, Good, 10, 5
398, Good, 10, 2
398, Bad, 10, 7
398, Bad, 10, 8
398, Bad, 10, 9
147, Good, 10, 7
546, Good, 10, 2
546, Bad, 10, 7
546, Bad, 10, 4
546, Bad, 10, 1
300, Good, 10, 5
113, Good, 10, 7
579, Good, 10, 5
579, Bad, 10, 9
579, Bad, 10, 7
579, Bad, 10, 1
579, Bad, 10, 3
308.25, Good, 10, 5
431, Good, 10, 8
163.5, Good, 10, 3
509.5, Good, 10, 6
509.5, Bad, 10, 9
509.5, Bad, 10, 3
102, Good, 10, 5
102, Bad, 10, 2
102, Bad, 10, 4
102, Bad, 10, 6
102, Bad, 10, 8
612, Good, 10, 5
612, Bad, 10, 4
612, Bad, 10, 8
612, Bad, 10, 6
612, Bad, 10, 2
229, Good, 10, 5
229, Bad, 10, 1
229, Bad, 10, 3
229, Bad, 10, 7
229, Bad, 10, 9
628.5, Good, 10, 2
628.5, Bad, 10, 8
636.75, Good, 10, 5
636.75, Bad, 10, 8
636.75, Bad, 10, 2
645, Good, 10, 3
645, Bad, 10, 7
464, Good, 10, 5
661.5, Good, 10, 2
661.5, Bad, 10, 8
64, Good, 10, 4
64, Bad, 10, 7
9.5, Bad, 10, 7
9.5, Bad, 10, 9
9.5, Bad, 10, 3
9.5, Bad, 10, 1
678, Good, 10, 5
480.5, Good, 10, 8
480.5, Bad, 10, 7
480.5, Bad, 10, 9
694.5, Good, 10, 2
694.5, Bad, 10, 1
694.5, Bad, 10, 3
366, Good, 10, 5
131, Good, 10, 7
711, Good, 10, 8
711, Bad, 10, 2
497, Good, 10, 5
497, Bad, 10, 7
497, Bad, 10, 9
727.5, Bad, 10, 7
49, Good, 10, 5
743.5, Bad, 10, 1
744, Good, 10, 5
744, Bad, 10, 4
268, Good, 10, 5
105, Good, 10, 5
105, Bad, 10, 1
105, Bad, 10, 3
105, Bad, 10, 7
105, Bad, 10, 9
515, Good, 10, 1
760.5, Good, 10, 5
399, Good, 10, 5
531.5, Bad, 10, 6
548, Good, 10, 1
548, Bad, 10, 7
548, Bad, 10, 8
548, Bad, 10, 9
213, Good, 10, 8
51.5, Good, 10, 4
51.5, Bad, 10, 6
301, Good, 10, 5
581, Good, 10, 7
581, Bad, 10, 3
581, Bad, 10, 6
581, Bad, 10, 2
309.25, Good, 10, 5
3.5, Bad, 10, 8
3.5, Bad, 10, 2
3.5, Bad, 10, 4
3.5, Bad, 10, 6
164, Good, 10, 2
60, Good, 10, 5
8.5, Bad, 10, 7
8.5, Bad, 10, 9
8.5, Bad, 10, 3
8.5, Bad, 10, 1
614, Good, 10, 5
614, Bad, 10, 8
614, Bad, 10, 4
614, Bad, 10, 2
614, Bad, 10, 6
461.5, Good, 10, 2
630.5, Good, 10, 5
630.5, Bad, 10, 9
630.5, Bad, 10, 1
334, Good, 10, 5
647, Good, 10, 9
647, Bad, 10, 1
465, Good, 10, 4
663.5, Good, 10, 4
663.5, Bad, 10, 6
680, Good, 10, 5
246, Good, 10, 5
246, Bad, 10, 3
246, Bad, 10, 7
97, Good, 10, 5
97, Bad, 10, 1
97, Bad, 10, 2
97, Bad, 10, 3
97, Bad, 10, 4
97, Bad, 10, 6
97, Bad, 10, 7
97, Bad, 10, 8
97, Bad, 10, 9
481.5, Good, 10, 8
481.5, Bad, 10, 7
481.5, Bad, 10, 9
696.5, Good, 10, 2
696.5, Bad, 10, 1
696.5, Bad, 10, 3
758.75, Good, 10, 5
367, Good, 10, 4
367, Bad, 10, 9
367, Bad, 10, 6
367, Bad, 10, 3
713, Good, 10, 2
713, Bad, 10, 8
498, Good, 10, 5
498, Bad, 10, 7
498, Bad, 10, 9
197, Good, 10, 1
172, Good, 10, 7
717.5, Bad, 10, 1
746, Good, 10, 5
746, Bad, 10, 6
269, Good, 10, 5
517, Good, 10, 6
517, Bad, 10, 3
762.5, Good, 10, 5
400, Good, 10, 4
533.5, Bad, 10, 8
56, Good, 10, 5
550, Good, 10, 4
550, Bad, 10, 9
550, Bad, 10, 6
550, Bad, 10, 3
302, Good, 10, 5
583, Good, 10, 3
583, Bad, 10, 7
583, Bad, 10, 8
583, Bad, 10, 4
310.25, Good, 10, 5
433, Good, 10, 4
599.5, Good, 10, 2
599.5, Bad, 10, 7
599.5, Bad, 10, 8
599.5, Bad, 10, 9
192.5, Good, 10, 7
230, Good, 10, 5
230, Bad, 10, 2
230, Bad, 10, 4
230, Bad, 10, 6
230, Bad, 10, 8
89, Good, 10, 3
89, Bad, 10, 6
632.5, Good, 10, 5
632.5, Bad, 10, 1
632.5, Bad, 10, 9
335, Good, 10, 6
335, Bad, 10, 4
649, Good, 10, 9
649, Bad, 10, 1
466, Good, 10, 5
665.5, Good, 10, 4
665.5, Bad, 10, 6
682, Good, 10, 5
482.5, Good, 10, 4
482.5, Bad, 10, 7
482.5, Bad, 10, 1
698.5, Good, 10, 6
698.5, Bad, 10, 9
698.5, Bad, 10, 3
54, Good, 10, 5
368, Good, 10, 7
368, Bad, 10, 6
368, Bad, 10, 3
368, Bad, 10, 2
132, Good, 10, 8
715, Good, 10, 4
715, Bad, 10, 6
499, Good, 10, 5
499, Bad, 10, 7
499, Bad, 10, 1
731.5, Bad, 10, 7
384.5, Good, 10, 5
748, Good, 10, 5
748, Bad, 10, 4
270, Good, 10, 5
621.5, Bad, 10, 5
621.5, Bad, 10, 7
621.5, Bad, 10, 9
621.5, Bad, 10, 3
621.5, Bad, 10, 1
519, Good, 10, 8
764.5, Good, 10, 5
401, Good, 10, 8
401, Bad, 10, 4
401, Bad, 10, 7
535.5, Bad, 10, 4
534, Good, 10, 7
552, Good, 10, 7
552, Bad, 10, 3
552, Bad, 10, 2
552, Bad, 10, 1
214, Good, 10, 7
81, Good, 10, 3
81, Bad, 10, 6
568.5, Good, 10, 6
303, Good, 10, 5
689.5, Good, 10, 8
689.5, Bad, 10, 9
689.5, Bad, 10, 7
585, Good, 10, 7
585, Bad, 10, 2
585, Bad, 10, 3
585, Bad, 10, 6
311.25, Good, 10, 5
434, Good, 10, 5
165, Good, 10, 1
618, Good, 10, 5
618, Bad, 10, 4
618, Bad, 10, 8
618, Bad, 10, 2
618, Bad, 10, 6
634.5, Good, 10, 5
634.5, Bad, 10, 1
634.5, Bad, 10, 9
336, Good, 10, 9
336, Bad, 10, 1
122, Good, 10, 2
651, Good, 10, 1
651, Bad, 10, 9
151, Good, 10, 3
467, Good, 10, 2
667.5, Good, 10, 4
667.5, Bad, 10, 6
684, Good, 10, 5
247, Good, 10, 5
247, Bad, 10, 3
247, Bad, 10, 7
483.5, Good, 10, 4
483.5, Bad, 10, 7
483.5, Bad, 10, 1
700.5, Good, 10, 6
700.5, Bad, 10, 9
700.5, Bad, 10, 3
369, Good, 10, 8
369, Bad, 10, 1
369, Bad, 10, 2
369, Bad, 10, 3
717, Good, 10, 6
717, Bad, 10, 4
683, Good, 10, 5
500, Good, 10, 5
500, Bad, 10, 7
500, Bad, 10, 1
198, Good, 10, 2
73, Good, 10, 1
73, Bad, 10, 4
750, Good, 10, 5
750, Bad, 10, 6
271, Good, 10, 5
758.25, Good, 10, 5
521, Good, 10, 1
521, Bad, 10, 4
560.5, Good, 10, 4
402, Good, 10, 9
402, Bad, 10, 8
402, Bad, 10, 4
402, Bad, 10, 7
149, Good, 10, 5
554, Good, 10, 6
554, Bad, 10, 7
554, Bad, 10, 4
554, Bad, 10, 1
304, Good, 10, 5
114, Good, 10, 8
44, Good, 10, 6
44, Bad, 10, 4
312.25, Good, 10, 5
435, Good, 10, 2
603.5, Good, 10, 2
603.5, Bad, 10, 7
603.5, Bad, 10, 8
603.5, Bad, 10, 9
620, Good, 10, 5
620, Bad, 10, 8
620, Bad, 10, 4
620, Bad, 10, 2
620, Bad, 10, 6
231, Good, 10, 5
231, Bad, 10, 2
231, Bad, 10, 4
231, Bad, 10, 6
231, Bad, 10, 8
162, Good, 10, 9
636.5, Good, 10, 5
636.5, Bad, 10, 1
636.5, Bad, 10, 9
337, Good, 10, 8
337, Bad, 10, 2
653, Good, 10, 1
653, Bad, 10, 9
468, Good, 10, 5
669.5, Good, 10, 2
669.5, Bad, 10, 8
65, Good, 10, 1
65, Bad, 10, 4
686, Good, 10, 5
484.5, Good, 10, 4
484.5, Bad, 10, 7
484.5, Bad, 10, 1
370, Good, 10, 5
133, Good, 10, 5
719, Good, 10, 8
719, Bad, 10, 2
501, Good, 10, 5
501, Bad, 10, 7
501, Bad, 10, 1
735.5, Bad, 10, 7
587, Good, 10, 3
587, Bad, 10, 7
587, Bad, 10, 4
587, Bad, 10, 8
569.5, Good, 10, 4
752, Good, 10, 8
752, Bad, 10, 4
272, Good, 10, 5
760.25, Good, 10, 5
523, Good, 10, 3
403, Good, 10, 6
403, Bad, 10, 9
403, Bad, 10, 8
539.5, Bad, 10, 6
556, Good, 10, 5
556, Bad, 10, 7
556, Bad, 10, 9
556, Bad, 10, 3
556, Bad, 10, 1
215, Good, 10, 4
305, Good, 10, 5
589, Good, 10, 5
589, Bad, 10, 7
589, Bad, 10, 9
589, Bad, 10, 1
589, Bad, 10, 3
313.25, Good, 10, 5
436, Good, 10, 5
166, Good, 10, 4
60.5, Good, 10, 6
60.5, Bad, 10, 4
392, Good, 10, 2
392, Bad, 10, 7
392, Bad, 10, 8
392, Bad, 10, 9
622, Good, 10, 5
622, Bad, 10, 8
622, Bad, 10, 4
622, Bad, 10, 2
622, Bad, 10, 6
630.25, Good, 10, 5
630.25, Bad, 10, 4
630.25, Bad, 10, 6
638.5, Good, 10, 8
638.5, Bad, 10, 2
338, Good, 10, 5
655, Good, 10, 7
655, Bad, 10, 3
469, Good, 10, 6
671.5, Good, 10, 8
671.5, Bad, 10, 7
671.5, Bad, 10, 9
688, Good, 10, 5
52, Good, 10, 5
98, Good, 10, 5
98, Bad, 10, 1
98, Bad, 10, 2
98, Bad, 10, 3
98, Bad, 10, 4
98, Bad, 10, 6
98, Bad, 10, 7
98, Bad, 10, 8
98, Bad, 10, 9
36, Good, 10, 4
36, Bad, 10, 6
704.5, Bad, 10, 9
371, Good, 10, 2
371, Bad, 10, 8
371, Bad, 10, 7
371, Bad, 10, 9
613.5, Bad, 10, 5
613.5, Bad, 10, 9
613.5, Bad, 10, 7
613.5, Bad, 10, 1
613.5, Bad, 10, 3
721, Good, 10, 4
721, Bad, 10, 6
502, Good, 10, 5
502, Bad, 10, 7
502, Bad, 10, 1
